2023-07-26 22:42:09.644 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:14.652 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:19.656 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:24.669 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:29.670 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:34.684 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:39.701 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:44.704 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:49.703 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:54.705 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:42:59.706 | WARNING  | __main__:setPercentV:393 - 当前进度94
2023-07-26 22:43:04.712 | WARNING  | __main__:setPercentV:393 - 当前进度95
2023-07-26 22:43:09.723 | WARNING  | __main__:setPercentV:393 - 当前进度96
2023-07-26 22:43:13.215 | WARNING  | vediodownloadprocesser:downloadTsFiles:257 - 下载任务结束，总计下载耗时:12.5 分钟
2023-07-26 22:43:13.217 | WARNING  | vediodownloadprocesser:mergeTs2MP4:445 - 开始转为mp4，待转换TS文件数量：670
2023-07-26 22:43:14.736 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:15.532 | WARNING  | vediodownloadprocesser:mergeTs2MP4:472 - 转换结束
2023-07-26 22:43:19.749 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:24.762 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:29.775 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:34.776 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:39.776 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:44.778 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:49.778 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:54.778 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:43:59.779 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:04.780 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:09.781 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:14.781 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:19.784 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:24.783 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:29.784 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:34.783 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:39.784 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:44.785 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:49.786 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:54.786 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:44:59.787 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:04.790 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:09.788 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:14.789 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:19.790 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:24.791 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:29.792 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:34.793 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:39.793 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:44.794 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:49.797 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:54.795 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:45:59.797 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:04.797 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:09.799 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:14.799 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:19.800 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:24.800 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:29.801 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:34.802 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:39.803 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:44.803 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:49.804 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:54.804 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:46:59.805 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:04.807 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:09.807 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:14.808 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:19.809 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:24.810 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:29.810 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:34.811 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:39.815 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:44.827 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:49.886 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:54.841 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:47:59.907 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:04.842 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:09.869 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:14.843 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:19.866 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:24.864 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:29.875 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:34.875 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:39.899 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:44.876 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:49.913 | WARNING  | __main__:setPercentV:393 - 当前进度97
2023-07-26 22:48:54.536 | WARNING  | __main__:startDownLoad:355 - 后台线程去执行下载
2023-07-26 22:48:54.538 | WARNING  | vediodownloadprocesser:init:55 - ------初始化系统配置：start-----------
2023-07-26 22:48:54.540 | WARNING  | vediodownloadprocesser:init:72 - ------初始化系统配置：end-----------
2023-07-26 22:48:54.541 | WARNING  | __main__:setPercentV:393 - 当前进度1
2023-07-26 22:48:54.541 | WARNING  | vediodownloadprocesser:downLoadStart:388 - 需要解析含有的视频信息
2023-07-26 22:48:54.542 | WARNING  | vediodownloadprocesser:parseSubUrls:262 - 需要预解析URL：https://51cg1.com/archives/60912/
2023-07-26 22:48:54.878 | WARNING  | __main__:setPercentV:393 - 当前进度1
2023-07-26 22:48:59.540 | WARNING  | __main__:setPercentV:393 - 当前进度1
2023-07-26 22:48:59.893 | WARNING  | __main__:setPercentV:393 - 当前进度1
2023-07-26 22:49:01.771 | WARNING  | vediodownloadprocesser:parseSubUrls:310 - 预解析结束
2023-07-26 22:49:01.771 | WARNING  | vediodownloadprocesser:downLoadStart:394 - the url:https://51cg1.com/archives/60912/，共含m3u8文件1, mp4的文件个数0
2023-07-26 22:49:02.443 | WARNING  | vediodownloadprocesser:tsDownload1By1:326 - m3u8文件的保存路径： E:\sourcecode\vediodownloader\dist\download\download\download\download\download\20230726_224854\site.m3u8
2023-07-26 22:49:02.445 | WARNING  | vediodownloadprocesser:tsDownload1By1:342 - Decode Method：
2023-07-26 22:49:02.699 | WARNING  | vediodownloadprocesser:tsDownload1By1:352 - ts文件的加密 key:b'\x8e\xffR\xd0\xe4\x1aI\x8aB\xc4g\xb4\xad2IK'
2023-07-26 22:49:02.700 | WARNING  | vediodownloadprocesser:tsDownload1By1:363 - ts文件的URL解析完成
2023-07-26 22:49:02.701 | WARNING  | vediodownloadprocesser:downloadTsFiles:187 - 一共待下载的ts文件数：117
2023-07-26 22:49:04.541 | WARNING  | __main__:setPercentV:393 - 当前进度1
2023-07-26 22:49:04.878 | WARNING  | __main__:setPercentV:393 - 当前进度1
2023-07-26 22:49:09.543 | WARNING  | __main__:setPercentV:393 - 当前进度3
2023-07-26 22:49:09.886 | WARNING  | __main__:setPercentV:393 - 当前进度3
2023-07-26 22:49:14.558 | WARNING  | __main__:setPercentV:393 - 当前进度11
2023-07-26 22:49:14.892 | WARNING  | __main__:setPercentV:393 - 当前进度11
2023-07-26 22:49:19.564 | WARNING  | __main__:setPercentV:393 - 当前进度16
2023-07-26 22:49:19.941 | WARNING  | __main__:setPercentV:393 - 当前进度17
2023-07-26 22:49:24.567 | WARNING  | __main__:setPercentV:393 - 当前进度20
2023-07-26 22:49:24.902 | WARNING  | __main__:setPercentV:393 - 当前进度21
2023-07-26 22:49:29.571 | WARNING  | __main__:setPercentV:393 - 当前进度25
2023-07-26 22:49:29.910 | WARNING  | __main__:setPercentV:393 - 当前进度25
2023-07-26 22:49:34.584 | WARNING  | __main__:setPercentV:393 - 当前进度29
2023-07-26 22:49:34.924 | WARNING  | __main__:setPercentV:393 - 当前进度29
2023-07-26 22:49:39.586 | WARNING  | __main__:setPercentV:393 - 当前进度34
2023-07-26 22:49:39.925 | WARNING  | __main__:setPercentV:393 - 当前进度34
2023-07-26 22:49:44.587 | WARNING  | __main__:setPercentV:393 - 当前进度37
2023-07-26 22:49:44.925 | WARNING  | __main__:setPercentV:393 - 当前进度37
2023-07-26 22:49:49.587 | WARNING  | __main__:setPercentV:393 - 当前进度41
2023-07-26 22:49:49.926 | WARNING  | __main__:setPercentV:393 - 当前进度41
2023-07-26 22:49:54.591 | WARNING  | __main__:setPercentV:393 - 当前进度43
2023-07-26 22:49:54.926 | WARNING  | __main__:setPercentV:393 - 当前进度43
2023-07-26 22:49:59.588 | WARNING  | __main__:setPercentV:393 - 当前进度46
2023-07-26 22:49:59.927 | WARNING  | __main__:setPercentV:393 - 当前进度46
2023-07-26 22:50:04.590 | WARNING  | __main__:setPercentV:393 - 当前进度49
2023-07-26 22:50:04.928 | WARNING  | __main__:setPercentV:393 - 当前进度50
2023-07-26 22:50:09.589 | WARNING  | __main__:setPercentV:393 - 当前进度56
2023-07-26 22:50:09.928 | WARNING  | __main__:setPercentV:393 - 当前进度56
2023-07-26 22:50:14.589 | WARNING  | __main__:setPercentV:393 - 当前进度61
2023-07-26 22:50:14.929 | WARNING  | __main__:setPercentV:393 - 当前进度61
2023-07-26 22:50:19.591 | WARNING  | __main__:setPercentV:393 - 当前进度68
2023-07-26 22:50:19.929 | WARNING  | __main__:setPercentV:393 - 当前进度68
2023-07-26 22:50:24.591 | WARNING  | __main__:setPercentV:393 - 当前进度71
2023-07-26 22:50:24.930 | WARNING  | __main__:setPercentV:393 - 当前进度71
2023-07-26 22:50:29.590 | WARNING  | __main__:setPercentV:393 - 当前进度76
2023-07-26 22:50:29.931 | WARNING  | __main__:setPercentV:393 - 当前进度77
2023-07-26 22:50:34.592 | WARNING  | __main__:setPercentV:393 - 当前进度82
2023-07-26 22:50:34.930 | WARNING  | __main__:setPercentV:393 - 当前进度82
2023-07-26 22:50:39.592 | WARNING  | __main__:setPercentV:393 - 当前进度89
2023-07-26 22:50:39.930 | WARNING  | __main__:setPercentV:393 - 当前进度89
2023-07-26 22:50:44.594 | WARNING  | __main__:setPercentV:393 - 当前进度95
2023-07-26 22:50:44.931 | WARNING  | __main__:setPercentV:393 - 当前进度95
2023-07-26 22:50:49.593 | WARNING  | __main__:setPercentV:393 - 当前进度99
2023-07-26 22:50:49.932 | WARNING  | __main__:setPercentV:393 - 当前进度99
2023-07-26 22:50:50.341 | WARNING  | vediodownloadprocesser:downloadTsFiles:257 - 下载任务结束，总计下载耗时:1.8 分钟
2023-07-26 22:50:50.342 | WARNING  | vediodownloadprocesser:mergeTs2MP4:445 - 开始转为mp4，待转换TS文件数量：117
2023-07-26 22:50:51.085 | WARNING  | vediodownloadprocesser:mergeTs2MP4:472 - 转换结束
2023-07-26 22:50:54.595 | WARNING  | __main__:setPercentV:393 - 当前进度100
2023-07-26 22:50:54.934 | WARNING  | __main__:setPercentV:393 - 当前进度100
2023-07-26 22:50:59.329 | WARNING  | __main__:<module>:553 - 撸片之旅结束
